IV1680-118-57,"settlement-gentlemen-1","Egton","Lancashire",""Lonsdale Ward"","[53.33, -2.86]","[53.2314, -3.05122]","POINT(-3.05122 53.2314)"
IV1680-118-58,"settlement-gentlemen-2","Egton",""Yorkshire North Riding"","Langbaurgh","[54.48, -0.46]","[54.4652, -0.745136]","POINT(-0.745136 54.4652)"
IV1680-118-59,"settlement-gentlemen-1","Ekington","Worcestershire","Pershore","[52.06, -1.96]","[52.0985, -2.09413]","POINT(-2.09413 52.0985)"
IV1680-118-60,"settlement-gentlemen-2","Ekington","Derbyshire","Scarsdale","[53.35, -1.18]","[53.3131, -1.36168]","POINT(-1.36168 53.3131)"
IV1680-119-01,"","Eland","Lancashire",""Lonsdale Ward"","[54.28, -2.45]","[54.1477, -2.74851]","POINT(-2.74851 54.1477)"
IV1680-119-02,"settlement-gentlemen-3+","Eland",""Yorkshire West Riding"","Morley","[53.75, -1.68]","[53.6891, -1.83903]","POINT(-1.83903 53.6891)"
IV1680-119-03,"seat-gentleman",""Eland Hall"","Northumberland",""Castle Ward"","[55.1, -1.25]","[55.063, -1.71237]","POINT(-1.71237 55.063)"
IV1680-119-04,"seat-gentleman",""Eland Hall"",""Yorkshire West Riding"","Morley","[53.76, -1.65]","[53.7011, -1.8244]","POINT(-1.8244 53.7011)"
IV1680-119-05,"settlement-gentlemen-1","Elaston","Staffordshire","Totmonslow","[53.05, -1.68]","[52.984, -1.79695]","POINT(-1.79695 52.984)"
IV1680-119-06,"settlement-gentlemen-1","Elay","Glamorganshire","Kibbor","[51.56, -3.3]","[51.4835, -3.22209]","POINT(-3.22209 51.4835)"
IV1680-119-07,"settlement-gentlemen-1","Elberton","Gloucestershire","Berkeley","[51.51, -2.66]","[51.5566, -2.56637]","POINT(-2.56637 51.5566)"
IV1680-119-08,"settlement-gentlemen-1","Elcomb","Wiltshire","Kingsbridge","[51.55, -1.78]","[51.4771, -1.8307]","POINT(-1.8307 51.4771)"
IV1680-119-09,"settlement-gentlemen-2","Elcot","Wiltshire","Selkley","[51.45, -1.7]","[51.4256, -1.74817]","POINT(-1.74817 51.4256)"
IV1680-119-10,"","Eldernal","Cambridgeshire","Witchford","[52.58, 0]","[52.5799, -0.121546]","POINT(-0.121546 52.5799)"
IV1680-119-11,"parish","Eldon","Durham",""Darlington Ward"","[54.66, -1.26]","[54.6063, -1.59996]","POINT(-1.59996 54.6063)"
IV1680-119-12,"settlement-gentlemen-2","Eldres-field","Worcestershire","Pershore","[51.96, -2.18]","[51.8165, -2.31517]","POINT(-2.31517 51.8165)"
IV1680-119-13,"settlement-gentlemen-1",""St. Elens Chappel"","Carnarvonshire",""Is Gorfai"","[53.28, -4.01]","[53.1046, -4.18416]","POINT(-4.18416 53.1046)"
IV1680-119-14,"seat-gentleman","Elernion","Carnarvonshire",""Uwch Gorfai"","[53.25, -4.16]","[53.0355, -4.2549]","POINT(-4.2549 53.0355)"
IV1680-119-15,"parish","Elford","Oxfordshire","Bampton","[51.8, -1.41]","[51.8125, -1.49927]","POINT(-1.49927 51.8125)"
IV1680-119-16,"settlement-gentlemen-1","Eford","Hampshire","Ringwood","[50.86, -1.75]","[50.8302, -1.76473]","POINT(-1.76473 50.8302)"
IV1680-119-17,"settlement-gentlemen-2","Elford","Staffordshire",""Lewes Rape"","[52.9, -1.71]","[52.8353, -1.75976]","POINT(-1.75976 52.8353)"
IV1680-119-18,"settlement-gentlemen-1|direction|market","ELHAM","Kent",""Shepway Lath"","[51.13, 1.06]","[51.1601, 1.12749]","POINT(1.12749 51.1601)"
IV1680-119-19,"settlement-gentlemen-1","Elhill","Lancashire",""Lonsdale Ward"","[54.08, -2.55]","[53.9604, -2.76629]","POINT(-2.76629 53.9604)"
IV1680-119-20,"settlement-gentlemen-1","Elhurst","Kent",""Scray Lath"","[51.16, 0.53]","[51.1559, 0.552674]","POINT(0.552674 51.1559)"
IV1680-119-21,"settlement-baronet|settlement-gentlemen-3+|seat-knight","Eling","Middlesex","Westminster","[51.55, -0.23]","[51.5221, -0.301608]","POINT(-0.301608 51.5221)"
IV1680-119-22,"settlement-gentlemen-2","Eling","Hampshire","Redbridge","[50.95, -1.5]","[50.915, -1.47859]","POINT(-1.47859 50.915)"
IV1680-119-23,"parish","Elingdon","Wiltshire","Highworth","[51.63, -1.76]","[51.5536, -1.8548]","POINT(-1.8548 51.5536)"
IV1680-119-24,"parish","Elishaw","Northumberland",""Coquetdale Ward"","[55.43, -1.5]","[55.3135, -1.96885]","POINT(-1.96885 55.3135)"
IV1680-119-25,"parish","Elkesley","Nottinghamshire","Bassetlaw","[53.33, -0.83]","[53.2766, -0.974879]","POINT(-0.974879 53.2766)"
IV1680-119-26,"parish",""Elkington North"","Lincolnshire","Louth-eske","[53.46, 0.03]","[53.4215, -0.109729]","POINT(-0.109729 53.4215)"
IV1680-119-27,"parish",""Elkington South"","Lincolnshire","Louth-eske","[53.43, 0.03]","[53.3952, -0.100852]","POINT(-0.100852 53.3952)"
IV1680-119-28,"","Ellardinton","Kent",""Aylesford Lath"","[51.28, 0.6]","[51.2673, 0.627901]","POINT(0.627901 51.2673)"
IV1680-119-29,"","Ellerbeck",""Yorkshire North Riding"","Allerton","[54.4, -1.05]","[54.3541, -1.35847]","POINT(-1.35847 54.3541)"
IV1680-119-30,"settlement-gentlemen-1","Ellerborn",""Yorkshire North Riding"","Pickering","[54.3, -0.46]","[54.2554, -0.726309]","POINT(-0.726309 54.2554)"
IV1680-119-31,"settlement-baronet","Ellerby",""Yorkshire East Riding"","Holderness","[53.71, 0.18]","[53.6472, 0.0842235]","POINT(0.0842235 53.6472)"
IV1680-119-32,"settlement-gentlemen-1","Ellerker",""Yorkshire East Riding"","Morley","[53.8, -0.55]","[53.7395, -0.779936]","POINT(-0.779936 53.7395)"
IV1680-119-33,"settlement-gentlemen-1","Ellerton","Shropshire",""South Bradford"","[52.85, -2.55]","[52.7778, -2.58265]","POINT(-2.58265 52.7778)"
IV1680-119-34,"settlement-gentlemen-1","Ellerton",""Yorkshire East Riding"","Harthill","[53.91, -0.65]","[53.8377, -0.888908]","POINT(-0.888908 53.8377)"
IV1680-119-35,"","Ellerton",""Yorkshire North Riding"",""Gilling East"","[54.41, -1.35]","[54.3505, -1.59958]","POINT(-1.59958 54.3505)"
IV1680-119-36,"","Ellerton",""Yorkshire North Riding"","Barkston","[54.4, -1.6]","[54.3329, -1.89151]","POINT(-1.89151 54.3329)"
IV1680-119-37,"settlement-gentlemen-1|market","ELLESDON","Northumberland",""Coquetdale Ward"","[55.28, -1.58]","[55.1792, -2.05953]","POINT(-2.05953 55.1792)"
IV1680-119-38,"settlement-gentlemen-1|market","ELLESMERE","Shropshire","Pimhill","[52.81, -2.85]","[52.9054, -2.89525]","POINT(-2.89525 52.9054)"
IV1680-119-39,"seat-earl","Ellesmere","Shropshire","Pimhill","[52.81, -2.85]","[52.9054, -2.89525]","POINT(-2.89525 52.9054)"
IV1680-119-40,"parish","Elley",""Yorkshire East Riding"","Harthill","[53.9, -0.63]","[53.8321, -0.878458]","POINT(-0.878458 53.8321)"
IV1680-119-41,"settlement-gentlemen-2","Ellingham","Norfolk","Clavering","[52.61, 1.48]","[52.4756, 1.48378]","POINT(1.48378 52.4756)"
IV1680-119-42,"settlement-gentlemen-2","Ellingham","Northumberland",""Bambrough Ward"","[55.55, -1.16]","[55.4619, -1.51372]","POINT(-1.51372 55.4619)"
IV1680-119-43,"settlement-gentlemen-1","Ellingham","Hampshire","Fordingbridge","[55.9, -1.76]","[55.7214, -2.30742]","POINT(-2.30742 55.7214)"
IV1680-119-44,"settlement-gentlemen-2",""Ellingham Magna"","Norfolk","Shropham","[52.58, 1.05]","[52.5284, 0.989712]","POINT(0.989712 52.5284)"
IV1680-119-45,"parish",""Ellingham Parva"","Norfolk","Wayland","[52.6, 1.03]","[52.5787, 0.937145]","POINT(0.937145 52.5787)"
IV1680-119-46,"parish","Ellingstring",""Yorkshire North Riding"",""Hang East"","[54.3, -1.48]","[54.2231, -1.73607]","POINT(-1.73607 54.2231)"
IV1680-119-47,"parish","Ellington","Huntingdonshire","Leightonstone","[52.33, -0.3]","[52.3333, -0.310395]","POINT(-0.310395 52.3333)"
IV1680-119-48,"parish","Ellington","Norfolk","Shropham","[52.51, 0.93]","[52.4907, 0.889685]","POINT(0.889685 52.4907)"
IV1680-119-49,"","Ellington","Northumberland",""Morpeth Ward"","[55.28, -1.23]","[55.2066, -1.63905]","POINT(-1.63905 55.2066)"
IV1680-119-50,"settlement-gentlemen-1","Ellington",""Yorkshire North Riding"",""Hang East"","[54.3, -1.43]","[54.2344, -1.67607]","POINT(-1.67607 54.2344)"
IV1680-119-51,"parish","Ellisfield","Northamptonshire","Basingstoke","[51.3, -0.96]","[51.2673, -1.09459]","POINT(-1.09459 51.2673)"
IV1680-119-52,"settlement-gentlemen-1","Elloughton",""Yorkshire East Riding"","Harthill","[53.81, -0.35]","[53.7695, -0.524249]","POINT(-0.524249 53.7695)"
IV1680-119-53,"parish","Ellow","Suffolk","Wangford","[52.58, 1.6]","[52.4234, 1.56659]","POINT(1.56659 52.4234)"
IV1680-119-54,"settlement-gentlemen-1","Elm-bridg","Worcestershire","Halfshire","[52.35, -1.98]","[52.3333, -2.13658]","POINT(-2.13658 52.3333)"
IV1680-119-55,"settlement-gentlemen-3","Elme","Cambridgeshire","Wisbech","[52.68, 0.25]","[52.638, 0.15372]","POINT(0.15372 52.638)"
IV1680-119-56,"parish","Elme","Cambridgeshire","Wisbech","[52.68, 0.25]","[52.638, 0.15372]","POINT(0.15372 52.638)"
IV1680-119-57,"parish","Elme","Somerset","Frome","[51.28, -2.45]","[51.2565, -2.38716]","POINT(-2.38716 51.2565)"
IV1680-119-58,"settlement-gentlemen-1","Elmedon","Essex","Uttlesford","[52.05, 0.13]","[52.033, 0.130034]","POINT(0.130034 52.033)"
IV1680-119-59,"settlement-gentlemen-1","Elmedon","Warwickshire","Hemlingford","[52.5, -1.68]","[52.4511, -1.76278]","POINT(-1.76278 52.4511)"
IV1680-119-60,"parish","Elmeley","Kent",""Scray Lath"","[51.4, 0.73]","[51.4027, 0.754381]","POINT(0.754381 51.4027)"
IV1680-120-01,"settlement-gentlemen-3","Elmeley",""Yorkshire West Riding"","Agbrigg","[53.7, -1.43]","[53.6332, -1.6031]","POINT(-1.6031 53.6332)"
IV1680-120-02,"settlement-gentlemen-1",""Elme North"","Somerset","Chewton","[51.38, -2.68]","[51.3736, -2.58233]","POINT(-2.58233 51.3736)"
IV1680-120-03,"settlement-gentlemen-1","Elmerton","Norfolk",""North Erpingham"","[53, 1.18]","[52.9164, 1.25596]","POINT(1.25596 52.9164)"
IV1680-120-04,"settlement-gentlemen-1","Elmesall",""Yorkshire West Riding"","Osgoldcross","[53.68, -1.05]","[53.6168, -1.26812]","POINT(-1.26812 53.6168)"
IV1680-120-05,"seat-knight","Elmescourt",""Yorkshire West Riding"","Osgoldcross","[53.68, -1.06]","[53.6216, -1.27387]","POINT(-1.27387 53.6216)"
IV1680-120-06,"settlement-gentlemen-1","Elmeset","Suffolk","Cosford","[52.16, 0.95]","[52.0924, 0.984861]","POINT(0.984861 52.0924)"
IV1680-120-07,"settlement-gentlemen-2","Elmested","Kent",""Scray Lath"","[51.36, 0.63]","[51.3356, 0.704483]","POINT(0.704483 51.3356)"
IV1680-120-08,"settlement-baronet","Elmested","Kent",""Shepway Lath"","[51.13, 0.96]","[51.1632, 1.0342]","POINT(1.0342 51.1632)"
IV1680-120-09,"settlement-gentlemen-1|seat-viscount","Elmesthorp","Leicestershire","Sparkenhoe","[52.65, -1.2]","[52.5806, -1.28899]","POINT(-1.28899 52.5806)"
IV1680-120-10,"parish","Elmeston","Gloucestershire","Cheltenham","[51.93, -1.83]","[51.9186, -1.98635]","POINT(-1.98635 51.9186)"
IV1680-120-11,"settlement-gentlemen-3","Elmeswell","Suffolk","Blackbourn","[52.3, 0.91]","[52.2512, 0.901755]","POINT(0.901755 52.2512)"
IV1680-120-12,"parish","Elmeton","Derbyshire","Scarsdale","[53.3, -1.08]","[53.2588, -1.25265]","POINT(-1.25265 53.2588)"
IV1680-120-13,"settlement-gentlemen-1",""N. Elmham"","Norfolk",""Glendale Ward"","[52.81, 0.98]","[52.7686, 0.967378]","POINT(0.967378 52.7686)"
IV1680-120-14,"parish",""S. Elmham"","Suffolk","Wangford","[52.55, 1.43]","[52.3884, 1.42226]","POINT(1.42226 52.3884)"
IV1680-120-15,"settlement-baronet","Elmhurst","Staffordshire",""Lewes Rape"","[52.76, -1.83]","[52.7121, -1.87582]","POINT(-1.87582 52.7121)"
IV1680-120-16,"parish","Elmley","Gloucestershire","Tewkesbury","[52.03, -1.88]","[52.0552, -1.98483]","POINT(-1.98483 52.0552)"
IV1680-120-17,"settlement-gentlemen-1","Elmley","Worcestershire","Oswaldslow","[52.05, -1.9]","[52.0787, -2.02591]","POINT(-2.02591 52.0787)"
IV1680-120-18,"seat-gentleman",""Elmley Castle"","Worcestershire","Oswaldslow","[52.05, -1.9]","[52.0787, -2.02591]","POINT(-2.02591 52.0787)"
IV1680-120-19,"settlement-gentlemen-3",""Elmley Lovet"","Worcestershire","Halfshire","[52.36, -2.06]","[52.352, -2.20715]","POINT(-2.20715 52.352)"
IV1680-120-20,"settlement-gentlemen-2","Elmsted","Essex","Tendring","[51.98, 1]","[51.9062, 1.00711]","POINT(1.00711 51.9062)"
IV1680-120-21,"seat-gentleman","Elmstree","Gloucestershire","Langtree","[51.7, -2.05]","[51.6734, -2.0822]","POINT(-2.0822 51.6734)"
IV1680-120-22,"settlement-gentlemen-1","Elnborough","Cumberland",""Allerdale Ward"","[54.83, -3.11]","[54.7083, -3.47932]","POINT(-3.47932 54.7083)"
IV1680-120-23,"settlement-knight|settlement-gentlemen-1","Elsborough","Buckinghamshire","Aylesbury","[51.93, -0.75]","[51.916, -0.835259]","POINT(-0.835259 51.916)"
IV1680-120-24,"settlement-gentlemen-2","Elsenham","Essex","Uttlesford","[52.95, 0.26]","[52.8671, 0.112782]","POINT(0.112782 52.8671)"
IV1680-120-25,"settlement-gentlemen-1","Elsfield","Oxfordshire","Bullingdon","[51.81, -1.1]","[51.776, -1.23025]","POINT(-1.23025 51.776)"
IV1680-120-26,"settlement-gentlemen-1","Elsham","Lincolnshire","Yarborough","[53.68, -0.25]","[53.5854, -0.428209]","POINT(-0.428209 53.5854)"
IV1680-120-27,"parish","Elsing","Norfolk","Eynsford","[52.76, 1.06]","[52.6997, 1.04957]","POINT(1.04957 52.6997)"
IV1680-120-28,"parish","Elsing","Hampshire",""Kings Sombourn"","[51.1, -1.46]","[51.0675, -1.49414]","POINT(-1.49414 51.0675)"
IV1680-120-29,"settlement-baronet","Elsmore","Gloucestershire","Dudstone","[51.83, -2.21]","[51.813, -2.34236]","POINT(-2.34236 51.813)"
IV1680-120-30,"settlement-gentlemen-1","Elsted","Surrey","Farnham","[51.23, -0.61]","[51.1981, -0.706795]","POINT(-0.706795 51.1981)"
IV1680-120-31,"parish","Elted","Sussex",""Chichester Rape"","[51, -0.8]","[50.9593, -0.881047]","POINT(-0.881047 50.9593)"
IV1680-120-32,"settlement-gentlemen-1","Elston","Gloucestershire","Rapsgate","[51.81, -1.95]","[51.8195, -2.05068]","POINT(-2.05068 51.8195)"
IV1680-120-33,"","Elston","Leicestershire","Guthlaxton","[52.66, -1.01]","[52.6, -1.1562]","POINT(-1.1562 52.6)"
IV1680-120-34,"settlement-gentlemen-2","Elston","Nottinghamshire","Newark","[53.05, -0.75]","[53.0217, -0.901035]","POINT(-0.901035 53.0217)"
IV1680-120-35,"settlement-gentlemen-2","Elstow","Bedfordshire","Redbornestoke","[52.16, -0.33]","[52.1149, -0.477226]","POINT(-0.477226 52.1149)"
IV1680-120-36,"settlement-gentlemen-2","Elstree","Hertfordshire","Cashio","[51.68, -0.21]","[51.6382, -0.305521]","POINT(-0.305521 51.6382)"
IV1680-120-37,"settlement-knight","Elswick","Northumberland",""Castle Ward"","[55.03, -1.2]","[54.9896, -1.64977]","POINT(-1.64977 54.9896)"
IV1680-120-38,"settlement-gentlemen-1","Elsworth","Cambridgeshire","Papworth","[52.25, -0.13]","[52.2534, -0.0744261]","POINT(-0.0744261 52.2534)"
IV1680-120-39,"settlement-baronet|settlement-gentlemen-3+|seat-knight","Eltham","Kent",""Sutton Lath"","[51.46, 0.1]","[51.4463, 0.0470541]","POINT(0.0470541 51.4463)"
IV1680-120-40,"settlement-gentlemen-1","Eltisley","Cambridgeshire","Stow","[52.23, -0.15]","[52.2188, -0.154652]","POINT(-0.154652 52.2188)"
IV1680-120-41,"","Elton","Cheshire","Eddisbury","[53.38, -2.66]","[53.2581, -2.82884]","POINT(-2.82884 53.2581)"
IV1680-120-42,"settlement-gentlemen-1","Elton","Cheshire","Northwich","[53.23, -2.3]","[53.1451, -2.40614]","POINT(-2.40614 53.1451)"
IV1680-120-43,"settlement-gentlemen-1","Elton","Derbyshire","Wirksworth","[53.21, -1.51]","[53.1472, -1.6612]","POINT(-1.6612 53.1472)"
IV1680-120-44,"parish","Elton","Durham",""Stockton Ward"","[54.56, -1.03]","[54.5458, -1.37839]","POINT(-1.37839 54.5458)"
IV1680-120-45,"","Elton","Herefordshire","Wigmore","[51.35, -2.8]","[51.3732, -2.71012]","POINT(-2.71012 51.3732)"
IV1680-120-46,"settlement-gentlemen-3","Elton","Huntingdonshire","Normancross","[52.51, -0.31]","[52.5293, -0.381668]","POINT(-0.381668 52.5293)"
IV1680-120-47,"settlement-gentlemen-1","Elton","Lancashire","Salford","[53.73, -2.28]","[53.6102, -2.33303]","POINT(-2.33303 53.6102)"
IV1680-120-48,"parish","Elton","Nottinghamshire","Bingham","[52.98, -0.73]","[52.9519, -0.875306]","POINT(-0.875306 52.9519)"
IV1680-120-49,"settlement-gentlemen-2","Elton",""Yorkshire East Riding"","Harthill","[53.95, -0.28]","[53.8886, -0.507545]","POINT(-0.507545 53.8886)"
IV1680-120-50,"seat-baronet",""Elton Hall"","Huntingdonshire","Normancross","[52.5, -0.3]","[52.5188, -0.364778]","POINT(-0.364778 52.5188)"
IV1680-120-51,"seat-baronet",""Elton Park-House"","Huntingdonshire","Normancross","[51.5, -0.31]","[51.4563, -0.417189]","POINT(-0.417189 51.4563)"
IV1680-120-52,"settlement-gentlemen-1","Eltringham","Northumberland",""Tindale Ward"","[55, -1.41]","[54.9586, -1.86778]","POINT(-1.86778 54.9586)"
IV1680-120-53,"settlement-gentlemen-2","Elvaston","Derbyshire","Morleston","[52.96, -1.28]","[52.8769, -1.41181]","POINT(-1.41181 52.8769)"
IV1680-120-54,"parish","Elveden","Suffolk","Lackford","[52.41, 0.78]","[52.4059, 0.688155]","POINT(0.688155 52.4059)"
IV1680-120-55,"settlement-knight|settlement-gentlemen-3+","Elvetham","Northamptonshire","Odiham","[51.31, -0.71]","[51.3006, -0.827442]","POINT(-0.827442 51.3006)"
IV1680-120-56,"settlement-gentlemen-1","Elvington",""Yorkshire East Riding"","Morley","[53.98, -0.7]","[53.9046, -0.920314]","POINT(-0.920314 53.9046)"
IV1680-120-57,"settlement-gentlemen-1","Elwell","Dorset","Culliford","[50.7, -2.56]","[50.6661, -2.42746]","POINT(-2.42746 50.6661)"
IV1680-120-58,"settlement-gentlemen-2","Elwick","Durham",""Stockton Ward"","[54.71, -0.88]","[54.6921, -1.20429]","POINT(-1.20429 54.6921)"
IV1680-120-59,"settlement-gentlemen-1","Elworthy","Somerset","Williton","[51.13, -3.36]","[51.1115, -3.30548]","POINT(-3.30548 51.1115)"
IV1680-120-60,"settlement-baronet|settlement-gentlemen-3+|seat-knight|direction|market","ELY","Cambridgeshire",""City Of York"","[52.36, 0.23]","[52.3517, 0.23493]","POINT(0.23493 52.3517)"
IV1680-121-01,"seat-bishop",""Ely House"","Middlesex","Ossulstone","[51.53, -0.01]","[51.523, -0.11052]","POINT(-0.11052 51.523)"
IV1680-121-02,"seat-bishop",""Ely Palace"","Cambridgeshire",""Isle Of Ely"","[52.36, 0.23]","[52.3517, 0.23493]","POINT(0.23493 52.3517)"
IV1680-121-03,"settlement-gentlemen-3+|seat-baronet|seat-knight|society",""Emanuel Colledg"","Cambridgeshire",""Town Of Cambridge"","[52.21, 0.11]","[52.1899, 0.130179]","POINT(0.130179 52.1899)"
IV1680-121-04,"settlement-gentlemen-3+",""Ember Court"","Surrey","Kingston","[51.43, -0.25]","[51.3904, -0.333126]","POINT(-0.333126 51.3904)"
IV1680-121-05,"","Embhams","Surrey","Godalming","[51.13, -0.6]","[51.1038, -0.65143]","POINT(-0.65143 51.1038)"
IV1680-121-06,"settlement-gentlemen-1","Embleton","Northumberland",""Bambrough Ward"","[55.51, -1.05]","[55.4276, -1.40204]","POINT(-1.40204 55.4276)"
IV1680-121-07,"settlement-gentlemen-1","Emington","Gloucestershire","Westminster","[51.7, -2.63]","[51.6587, -2.60468]","POINT(-2.60468 51.6587)"
IV1680-121-08,"","Emington","Oxfordshire","Lewknor","[51.73, -0.85]","[51.7317, -0.963655]","POINT(-0.963655 51.7317)"
IV1680-121-09,"settlement-gentlemen-1","Embleton","Cumberland",""Allerdale Ward"","[54.76, -2.98]","[54.6235, -3.28456]","POINT(-3.28456 54.6235)"
IV1680-121-10,"parish","Emley","Sussex",""Chichester Rape"","[50.78, -0.88]","[50.7721, -0.870842]","POINT(-0.870842 50.7721)"
IV1680-121-11,"settlement-gentlemen-2","Emmerton","Buckinghamshire","Newport","[52.18, -0.7]","[52.1348, -0.714629]","POINT(-0.714629 52.1348)"
IV1680-121-12,"settlement-gentlemen-2","Emneth","Norfolk","Freebridge","[52.68, 0.3]","[52.6348, 0.211828]","POINT(0.211828 52.6348)"
IV1680-121-13,"settlement-gentlemen-2","Empingham","Rutland","Alstoe","[52.71, -0.53]","[52.6677, -0.62064]","POINT(-0.62064 52.6677)"
IV1680-121-14,"parish","Empingham","Rutland","Alstoe","[52.71, -0.53]","[52.6677, -0.62064]","POINT(-0.62064 52.6677)"
IV1680-121-15,"settlement-gentlemen-1","Empshot","Hampshire","Selborne","[51.11, -0.81]","[51.0669, -0.918601]","POINT(-0.918601 51.0669)"
IV1680-121-16,"seat-gentleman","Emrall","Flintshire","Maylor","[53.08, -2.78]","[53.007, -2.83574]","POINT(-2.83574 53.007)"
IV1680-121-17,"seat-gentleman","Emscot","Warwickshire","Kington","[52.11, -1.48]","[52.1498, -1.59547]","POINT(-1.59547 52.1498)"
IV1680-121-18,"settlement-gentlemen-1","Emshaw",""Yorkshire West Riding"","Staincliffe","[54.05, -1.7]","[53.987, -2.00774]","POINT(-2.00774 53.987)"
IV1680-121-19,"","Emstree","Shropshire","Condover","[52.75, -2.66]","[52.6955, -2.69315]","POINT(-2.69315 52.6955)"
IV1680-121-20,"settlement-gentlemen-2","Emswel",""Yorkshire East Riding"","Harthill","[54.08, -0.18]","[53.9989, -0.478289]","POINT(-0.478289 53.9989)"
IV1680-121-21,"settlement-gentlemen-1","Emsworth","Hampshire","Bosmere","[50.83, -1.01]","[50.8463, -0.944517]","POINT(-0.944517 50.8463)"
IV1680-121-22,"","Emsworth","Sussex",""Chichester Rape"","[50.86, -0.95]","[50.8489, -0.962798]","POINT(-0.962798 50.8489)"
IV1680-121-23,"settlement-gentlemen-1","Enborn","Berkshire",""Kintbury Eagle"","[51.45, 1.33]","[51.421, 1.37512]","POINT(1.37512 51.421)"
IV1680-121-24,"settlement-gentlemen-1","Enborough","Somerset","Chewton","[51.28, -2.63]","[51.2771, -2.55843]","POINT(-2.55843 51.2771)"
IV1680-121-25,"seat-gentleman","Encomb","Dorset","Hasilor","[50.65, -2.15]","[50.5838, -2.05803]","POINT(-2.05803 50.5838)"
IV1680-121-26,"settlement-gentlemen-3","Endellion","Cornwall","Trigg","[50.73, -4.96]","[50.5798, -4.82001]","POINT(-4.82001 50.5798)"
IV1680-121-27,"settlement-knight|settlement-gentlemen-1","Enderby","Leicestershire","Sparkenhoe","[52.66, -1.08]","[52.5924, -1.21426]","POINT(-1.21426 52.5924)"
IV1680-121-28,"parish",""Bagge Enderby"","Lincolnshire","Hill","[53.28, 0.1]","[53.2232, 0.00380898]","POINT(0.00380898 53.2232)"
IV1680-121-29,"settlement-gentlemen-1",""Enderby Malvish"","Lincolnshire","Bolingbroke","[53.25, 0.11]","[53.1947, 0.0127321]","POINT(0.0127321 53.1947)"
IV1680-121-30,"settlement-gentlemen-1",""Wood Enderby"","Lincolnshire","Horncastle","[53.21, -0.03]","[53.158, -0.12695]","POINT(-0.12695 53.158)"
IV1680-121-31,"settlement-gentlemen-1","Enedor","Cornwall","Pyder","[50.58, -2.11]","[50.5251, -1.98941]","POINT(-1.98941 50.5251)"
IV1680-121-32,"settlement-gentlemen-1","Energlin","Glamorganshire","Caerphilly","[51.66, -3.31]","[51.5821, -3.28941]","POINT(-3.28941 51.5821)"
IV1680-121-33,"settlement-baronet|settlement-gentlemen-3+|seat-knight|direction|market","ENFIELD","Middlesex","Edmonton","[51.68, 0.01]","[51.6478, -0.0836869]","POINT(-0.0836869 51.6478)"
IV1680-121-34,"seat-gentleman",""Enfield Lodg"","Middlesex","Edmonton","[51.68, -0.03]","[51.6376, -0.120343]","POINT(-0.120343 51.6376)"
IV1680-121-35,"settlement-gentlemen-2","Enford","Wiltshire","Elstub","[51.3, -1.75]","[51.2655, -1.85609]","POINT(-1.85609 51.2655)"
IV1680-121-36,"settlement-knight|settlement-gentlemen-3+","Engfield","Surrey","Blackheath","[51.45, -0.48]","[51.5989, -0.64013]","POINT(-0.64013 51.5989)"
IV1680-121-37,"settlement-gentlemen-2",""England Lane"","Essex","Ongar","[51.68, 0.13]","[51.6402, 0.0429434]","POINT(0.0429434 51.6402)"
IV1680-121-38,"parish","Englefield","Berkshire","Theale","[51.48, -1]","[51.4499, -1.13075]","POINT(-1.13075 51.4499)"
IV1680-121-39,"seat-marquess",""Englefield House"","Berkshire","Theale","[51.48, -1]","[51.4499, -1.13075]","POINT(-1.13075 51.4499)"
IV1680-121-40,"settlement-gentlemen-1","Enham","Hampshire","Andover","[51.25, -1.41]","[51.2251, -1.50048]","POINT(-1.50048 51.2251)"
IV1680-121-41,"parish","Enis","Cornwall",""Allerdale Ward"","[50.4, -5.4]","[50.1742, -5.07254]","POINT(-5.07254 50.1742)"
IV1680-121-42,"settlement-gentlemen-1","Enly","Sussex",""Hastings Rape"","[50.88, 0.5]","[50.9368, 0.577739]","POINT(0.577739 50.9368)"
IV1680-121-43,"settlement-gentlemen-2","Enmore","Somerset","Andersfield","[51.13, -3.15]","[51.1093, -3.07477]","POINT(-3.07477 51.1093)"
IV1680-121-44,"settlement-gentlemen-2","Ensham","Oxfordshire","Wootton","[51.8, -1.3]","[51.7822, -1.37892]","POINT(-1.37892 51.7822)"
IV1680-121-45,"settlement-gentlemen-2","Enston","Oxfordshire","Chadlington","[51.91, -1.36]","[51.9249, -1.45484]","POINT(-1.45484 51.9249)"
IV1680-121-46,"","Enston","Staffordshire","Pirehill","[52.93, -2.05]","[53.0039, -2.16341]","POINT(-2.16341 53.0039)"
IV1680-121-47,"","Enton","Surrey","Godalming","[51.18, -0.56]","[51.1535, -0.643202]","POINT(-0.643202 51.1535)"
IV1680-121-48,"settlement-gentlemen-1","Entwisle","Lancashire","Salford","[53.75, -2.23]","[53.6579, -2.34757]","POINT(-2.34757 53.6579)"
IV1680-121-49,"parish","Envield","Staffordshire","Seisdon","[52.5, -2.15]","[52.4598, -2.26352]","POINT(-2.26352 52.4598)"
IV1680-121-50,"seat-gentleman",""Envield Hall"","Staffordshire","Seisdon","[52.5, -2.15]","[52.4598, -2.26352]","POINT(-2.26352 52.4598)"
